client_id,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
CL102562,Individual,Female,India,South Asia,1967-04-28,Investment,No,Property Portal,5.0
CL102563,Individual,Female,France,Europe - West,1988-08-09,Personal use,No,Agent Referral,5.0
CL102564,Corporate,Not Specified,United Arab Emirates,Middle East,1971-04-10,Investment,No,Social Media,5.0
CL102565,Individual,Female,United Kingdom,Europe - West,1994-02-28,Personal use,No,Social Media,4.0
CL102566,Corporate,Not Specified,United States,North America - West,1975-06-28,Investment,No,Property Portal,5.0
CL102567,Individual,Male,United States,North America - West,1977-08-31,Personal use,Yes,Property Portal,3.0
CL102568,Individual,Female,United Arab Emirates,Middle East,1977-10-18,Investment,No,Agent Referral,3.0
CL102569,Individual,Male,Brazil,Latin America,1973-05-24,Investment,No,Property Portal,4.0
CL102570,Individual,Male,United States,North America - West,1990-11-30,Investment,Yes,Agent Referral,5.0
CL102571,Corporate,Not Specified,United Arab Emirates,Middle East,1979-02-20,Investment,No,Social Media,3.0
CL102572,Individual,Male,India,South Asia,1972-02-08,Personal use,Yes,Friend/Family,4.0
CL102573,Individual,Female,Singapore,Southeast Asia,1992-12-21,Investment,Yes,Friend/Family,4.0
CL102574,Individual,Male,France,Europe - West,1979-07-01,Investment,No,Friend/Family,4.0
CL102575,Individual,Male,United Arab Emirates,Middle East,1988-07-15,Personal use,Yes,Property Portal,3.0
CL102576,Individual,Male,India,South Asia,1982-10-06,Investment,No,Social Media,4.0
CL102577,Corporate,Not Specified,Singapore,Southeast Asia,1994-01-31,Investment,No,Property Portal,
CL102578,Individual,Male,United States,North America - West,1994-06-17,Investment,No,Website,5.0
CL102579,Corporate,Not Specified,Australia,Oceania,1966-02-15,Investment,No,Agent Referral,5.0
CL102580,Individual,Female,United States,North America - West,1984-05-13,Personal use,No,Property Portal,4.0
CL102581,Individual,Male,Singapore,Southeast Asia,1986-11-24,Personal use,No,Agent Referral,5.0
CL102582,Individual,Female,United States,North America - East,1968-04-05,Investment,Yes,Agent Referral,4.0
CL102583,Individual,Male,United States,North America - East,1974-06-14,Investment,Yes,Property Portal,2.0
CL102584,Individual,Male,United States,North America - East,1982-01-26,Personal use,No,Social Media,4.0
CL102585,Individual,Male,Germany,Europe - West,1994-01-01,Personal use,No,Website,5.0
CL102586,Individual,Male,United Kingdom,Europe - West,1995-05-18,Personal use,No,Website,3.0
CL102587,Corporate,Not Specified,United States,North America - East,1961-01-08,Personal use,No,Agent Referral,4.0
CL102588,Corporate,Not Specified,Germany,Europe - West,1988-07-09,Investment,No,Agent Referral,3.0
CL102589,Corporate,Not Specified,Germany,Europe - West,1974-07-11,Personal use,Yes,Website,3.0
CL102590,Individual,Male,India,South Asia,1981-12-07,Investment,No,Property Portal,3.0
CL102591,Corporate,Not Specified,Australia,Oceania,1974-02-22,Investment,No,Agent Referral,3.0
CL102592,Individual,Male,United Arab Emirates,Middle East,1997-09-18,Investment,No,Property Portal,3.0
CL102593,Individual,Male,United States,North America - West,1994-01-28,Personal use,Yes,Event,5.0
CL102594,Individual,Female,United Kingdom,Europe - West,1992-06-12,Personal use,No,Agent Referral,4.0
CL102595,Individual,Female,Australia,Oceania,1993-06-23,Personal use,No,Event,5.0
CL102596,Individual,Female,United States,North America - East,1971-05-06,Investment,Yes,Website,4.0
CL102597,Individual,Male,Germany,Europe - West,1986-04-22,Investment,No,Friend/Family,3.0
CL102598,Individual,Male,Australia,Oceania,1990-11-11,Personal use,Yes,Event,3.0
CL102599,Individual,Male,Brazil,Latin America,1984-04-27,Personal use,Yes,Property Portal,4.0
CL102600,Corporate,Not Specified,Germany,Europe - West,1964-06-22,Investment,No,Agent Referral,4.0
CL102601,Individual,Male,United Arab Emirates,Middle East,1988-12-24,Personal use,Yes,Agent Referral,4.0
CL102602,Individual,Male,Germany,Europe - West,1976-03-21,Personal use,Yes,Agent Referral,5.0
CL102603,Individual,Male,India,South Asia,1999-09-30,Personal use,Yes,Event,2.0
CL102604,Corporate,Not Specified,United States,North America - West,1976-02-18,Investment,No,Agent Referral,4.0
CL102605,Individual,Female,United States,North America - West,1986-04-04,Investment,Yes,Social Media,3.0
CL102606,Individual,Female,United Arab Emirates,Middle East,1986-03-08,Personal use,Yes,Agent Referral,3.0
CL102607,Individual,Male,Canada,North America - East,1993-07-26,Personal use,Yes,Agent Referral,3.0
CL102608,Individual,Female,United Arab Emirates,Middle East,1999-04-09,Personal use,Yes,Agent Referral,4.0
CL102609,Individual,Male,United Kingdom,Europe - West,2004-02-05,Personal use,No,Agent Referral,4.0
CL102610,Individual,Male,Australia,Oceania,1994-01-27,Investment,No,Social Media,4.0
CL102611,Individual,Male,Singapore,Southeast Asia,1979-01-30,Personal use,No,Agent Referral,5.0
CL102612,Individual,Male,France,Europe - West,1995-10-02,Personal use,No,Agent Referral,4.0
CL102613,Individual,Male,India,South Asia,2003-03-31,Investment,No,Social Media,5.0
CL102614,Individual,Female,Canada,North America - East,1995-04-28,Personal use,No,Agent Referral,4.0
CL102615,Individual,Male,France,Europe - West,1990-03-19,Investment,Yes,Friend/Family,3.0
CL102616,Individual,Male,United States,North America - East,1989-06-04,Personal use,No,Social Media,4.0
CL102617,Individual,Female,Singapore,Southeast Asia,1987-06-11,Investment,No,Social Media,4.0
CL102618,Individual,Female,Singapore,Southeast Asia,1974-01-28,Investment,Yes,Agent Referral,5.0
CL102619,Individual,Male,Australia,Oceania,1972-06-14,Personal use,Yes,Website,5.0
CL102620,Individual,Female,Singapore,Southeast Asia,1963-01-09,Personal use,No,Property Portal,4.0
CL102621,Individual,Male,Brazil,Latin America,2003-01-01,Personal use,Yes,Property Portal,4.0
CL102622,Individual,Male,Canada,North America - East,1994-10-19,Personal use,Yes,Agent Referral,5.0
CL102623,Individual,Female,Australia,Oceania,1978-08-18,Investment,No,Agent Referral,4.0
CL102624,Individual,Female,United Arab Emirates,Middle East,1990-05-23,Personal use,Yes,Agent Referral,4.0
CL102625,Individual,Male,Germany,Europe - West,1975-12-29,Personal use,No,Friend/Family,5.0
CL102626,Individual,Male,United Arab Emirates,Middle East,1983-05-01,Investment,Yes,Website,4.0
CL102627,Individual,Male,United Kingdom,Europe - West,1968-02-11,Personal use,No,Event,4.0
CL102628,Individual,Male,United Kingdom,Europe - West,1974-01-11,Investment,No,Website,5.0
CL102629,Individual,Female,Canada,North America - East,1973-11-18,Investment,No,Event,3.0
CL102630,Corporate,Not Specified,United States,North America - West,1975-07-16,Investment,No,Website,3.0
CL102631,Individual,Female,France,Europe - West,1987-07-01,Personal use,Yes,Agent Referral,3.0
CL102632,Individual,Male,Australia,Oceania,1989-04-14,Personal use,Yes,Agent Referral,4.0
CL102633,Individual,Female,United Arab Emirates,Middle East,2002-03-29,Personal use,Yes,Agent Referral,4.0
CL102634,Corporate,Not Specified,France,Europe - West,1964-11-12,Investment,No,Event,4.0
CL102635,Corporate,Not Specified,Germany,Europe - West,1971-09-23,Personal use,No,Social Media,4.0
CL102636,Individual,Male,Germany,Europe - West,1989-07-05,Investment,No,Website,3.0
CL102637,Individual,Male,United States,North America - East,1970-11-08,Investment,Yes,Event,4.0
CL102638,Individual,Female,Singapore,Southeast Asia,1992-02-20,Investment,Yes,Agent Referral,2.0
CL102639,Individual,Female,United States,North America - East,2004-01-26,Investment,No,Website,3.0
CL102640,Individual,Female,India,South Asia,1974-07-07,Investment,Yes,Website,3.0
CL102641,Individual,Female,India,South Asia,2000-02-15,Personal use,Yes,Social Media,3.0
CL102642,Individual,Female,United Arab Emirates,Middle East,1988-05-21,Personal use,Yes,,4.0
CL102643,Corporate,Not Specified,Singapore,Southeast Asia,1992-01-08,Investment,No,Website,5.0
CL102644,Individual,Female,United Kingdom,Europe - West,1981-09-01,Investment,No,Friend/Family,3.0
CL102645,Individual,Female,Australia,Oceania,1976-06-24,Personal use,Yes,Agent Referral,3.0
CL102646,Individual,Female,India,South Asia,1979-02-12,Investment,No,Agent Referral,3.0
CL102647,Individual,Male,India,South Asia,1979-02-27,Personal use,Yes,Friend/Family,3.0
CL102648,Individual,Other,United Arab Emirates,Middle East,1993-11-29,Personal use,No,Friend/Family,4.0
CL102649,Corporate,Not Specified,Singapore,Southeast Asia,1967-12-20,Investment,Yes,Social Media,4.0
CL102650,Individual,Male,Brazil,Latin America,2002-09-24,Personal use,Yes,Agent Referral,2.0
CL102651,Individual,Female,Germany,Europe - West,1968-09-05,Personal use,Yes,Website,4.0
CL102652,Individual,Male,Singapore,Southeast Asia,2001-05-23,Investment,No,Friend/Family,3.0
CL102653,Corporate,Not Specified,India,South Asia,1973-10-22,Investment,No,Social Media,3.0
CL102654,Corporate,Not Specified,Germany,Europe - West,1977-04-14,Personal use,Yes,Agent Referral,4.0
CL102655,Individual,Male,Australia,Oceania,1993-11-10,Personal use,No,Agent Referral,5.0
CL102656,Individual,Female,United Kingdom,Europe - West,1985-09-12,Investment,No,Friend/Family,4.0
CL102657,Individual,Female,United Arab Emirates,Middle East,1990-10-16,Personal use,Yes,Website,3.0
CL102658,Corporate,Not Specified,United States,North America - East,1992-09-09,Personal use,Yes,Friend/Family,4.0
CL102659,Corporate,Not Specified,Canada,North America - East,1989-12-11,Investment,No,Friend/Family,3.0
CL102660,Corporate,Not Specified,Singapore,Southeast Asia,1972-11-20,Investment,Yes,Agent Referral,4.0
CL102661,Individual,Female,United Kingdom,Europe - West,1987-06-18,Investment,No,Social Media,5.0
CL102662,Individual,Male,United Kingdom,Europe - West,1972-06-19,Personal use,Yes,Social Media,4.0
CL102663,Individual,Male,Canada,North America - East,1976-03-07,Personal use,Yes,Social Media,4.0
CL102664,Individual,Male,France,Europe - West,1998-01-10,Personal use,No,Property Portal,5.0
CL102665,Individual,Male,Singapore,Southeast Asia,1993-08-19,Personal use,Yes,Social Media,3.0
CL102666,Individual,Female,Australia,Oceania,1980-07-10,Personal use,No,Website,5.0
CL102667,Individual,Male,United States,North America - East,1982-01-02,Personal use,Yes,Agent Referral,3.0
CL102668,Corporate,Not Specified,United Arab Emirates,Middle East,1993-12-11,Investment,No,Social Media,2.0
CL102669,Corporate,Not Specified,Germany,Europe - West,1969-08-12,Investment,No,Agent Referral,5.0
CL102670,Corporate,Not Specified,United Arab Emirates,Middle East,1979-11-15,Investment,No,Friend/Family,3.0
CL102671,Individual,Male,Germany,Europe - West,1970-11-25,Personal use,No,Website,4.0
CL102672,Individual,Female,United Kingdom,Europe - West,1979-11-23,Investment,No,Website,3.0
CL102673,Individual,Female,Germany,Europe - West,1998-07-05,Personal use,No,Agent Referral,5.0
CL102674,Individual,Male,United Arab Emirates,Middle East,1991-01-31,Personal use,No,Property Portal,5.0
CL102675,Individual,Other,France,Europe - West,1992-08-04,Investment,No,Friend/Family,5.0
CL102676,Individual,Female,Germany,Europe - West,1984-07-24,Investment,No,Social Media,4.0
CL102677,Individual,Female,Singapore,Southeast Asia,1988-09-07,Investment,No,Agent Referral,5.0
CL102678,Corporate,Not Specified,India,South Asia,1975-04-10,Investment,Yes,Property Portal,4.0
CL102679,Individual,Female,United Kingdom,Europe - West,2001-01-13,Investment,No,Property Portal,5.0
CL102680,Corporate,Not Specified,Singapore,Southeast Asia,1979-07-25,Investment,No,Agent Referral,4.0
CL102681,Corporate,Not Specified,Singapore,Southeast Asia,1981-07-29,Investment,No,Friend/Family,5.0
CL102682,Corporate,Not Specified,United States,North America - West,1972-06-27,Investment,No,Property Portal,4.0
CL102683,Individual,Female,United Arab Emirates,Middle East,1983-07-24,Investment,Yes,Agent Referral,4.0
CL102684,Corporate,Not Specified,United Kingdom,Europe - West,1979-12-05,Investment,No,Agent Referral,4.0
CL102685,Corporate,Not Specified,India,South Asia,1967-08-08,Investment,No,Social Media,4.0
CL102686,Corporate,Not Specified,Canada,North America - East,1978-06-26,Investment,No,Agent Referral,4.0
CL102687,Individual,Female,India,South Asia,1973-06-17,Investment,No,Friend/Family,4.0
CL102688,Individual,Female,Canada,North America - East,1989-07-21,Personal use,Yes,Social Media,3.0
CL102689,Corporate,Not Specified,France,Europe - West,1965-10-30,Investment,No,Agent Referral,5.0
CL102690,Individual,Male,Australia,Oceania,2004-07-14,Personal use,Yes,Agent Referral,5.0
CL102691,Individual,Male,United Kingdom,Europe - West,1974-04-12,Personal use,Yes,Friend/Family,4.0
CL102692,Individual,Female,Singapore,Southeast Asia,1977-03-13,Personal use,Yes,Website,5.0
CL102693,Individual,Male,Brazil,Latin America,1991-06-29,Personal use,Yes,Agent Referral,5.0
CL102694,Individual,Female,Singapore,Southeast Asia,2001-04-10,Personal use,Yes,Website,5.0
CL102695,Corporate,Not Specified,United States,North America - East,1967-08-07,Investment,No,Property Portal,4.0
CL102696,Corporate,Not Specified,Singapore,Southeast Asia,1972-04-13,Investment,No,Website,3.0
CL102697,Corporate,Not Specified,United States,North America - East,1965-10-02,Investment,No,Website,3.0
CL102698,Individual,Female,United Kingdom,Europe - West,1978-04-28,Investment,Yes,Property Portal,3.0
CL102699,Individual,Male,Singapore,Southeast Asia,1985-05-23,Investment,No,Website,3.0
CL102700,Individual,Male,India,South Asia,1975-06-01,Investment,Yes,Friend/Family,2.0
CL102701,Individual,Male,France,Europe - West,1981-08-25,Investment,Yes,Agent Referral,5.0
CL102702,Individual,Male,United Kingdom,Europe - West,1975-10-07,Personal use,No,Property Portal,2.0
CL102703,Individual,Male,Singapore,Southeast Asia,2004-09-19,Personal use,Yes,Website,4.0
CL102704,Corporate,Not Specified,India,South Asia,1975-08-14,Investment,No,Website,5.0
CL102705,Individual,Male,Germany,Europe - West,1990-08-26,Personal use,Yes,Agent Referral,3.0
CL102706,Individual,Male,Australia,Oceania,1973-10-15,Investment,No,Property Portal,4.0
CL102707,Individual,Male,Canada,North America - East,1965-06-14,Personal use,No,Property Portal,4.0
CL102708,Individual,Male,United States,North America - East,1987-04-29,Personal use,No,Agent Referral,5.0
CL102709,Individual,Other,United Arab Emirates,Middle East,1992-01-01,Investment,No,Agent Referral,3.0
CL102710,Individual,Male,Brazil,Latin America,2004-09-10,Investment,No,Website,4.0
CL102711,Individual,Male,Canada,North America - East,1976-09-11,Personal use,Yes,Agent Referral,5.0
CL102712,Individual,Female,Canada,North America - East,1992-07-27,Personal use,Yes,Agent Referral,4.0
CL102713,Corporate,Not Specified,United States,North America - East,1992-01-28,Investment,No,Property Portal,3.0
CL102714,Individual,Female,Singapore,Southeast Asia,1993-10-09,Investment,No,Website,5.0
CL102715,Individual,Female,Canada,North America - East,1962-02-25,Investment,Yes,Property Portal,3.0
CL102716,Individual,Female,France,Europe - West,1976-11-21,Investment,No,Website,4.0
CL102717,Individual,Female,Brazil,Latin America,1996-11-13,Personal use,No,Property Portal,4.0
CL102718,Individual,Other,United States,North America - West,1983-06-26,Investment,No,,4.0
CL102719,Corporate,Not Specified,United Arab Emirates,Middle East,1965-08-02,Investment,No,Website,5.0
CL102720,Corporate,Not Specified,France,Europe - West,1992-08-04,Personal use,No,Property Portal,4.0
CL102721,Individual,Female,Singapore,Southeast Asia,1975-12-21,Investment,Yes,Agent Referral,4.0
CL102722,Individual,Female,United Kingdom,Europe - West,1977-02-03,Investment,No,,4.0
CL102723,Individual,Male,Germany,Europe - West,1978-11-24,Personal use,Yes,Friend/Family,4.0
CL102724,Individual,Female,United States,North America - West,1986-04-01,Personal use,No,Event,4.0
CL102725,Individual,Male,India,South Asia,1997-10-09,Personal use,No,Property Portal,4.0
CL102726,Corporate,Not Specified,India,South Asia,1985-11-11,Investment,No,Agent Referral,4.0
